trip_id,weather_condition,bus_type,traffic_level,route_distance_km,stops_count,passenger_count,driver_experience_years,scheduled_start_hour,delay_level,trip_duration_minutes
TRIP208116,Clear,Standard,Moderate,16.21,19,33,3.19,13,Moderate Delay,73.69
TRIP207814,Windy,Mini Bus,Moderate,3.07,6,21,2.35,6,On Time,27.00
TRIP207954,Foggy,Standard,Moderate,22.79,21,39,9.12,23,Moderate Delay,113.64
TRIP201660,Clear,Mini Bus,Severe,12.34,15,9,4.08,22,Moderate Delay,100.53
TRIP203423,Clear,Standard,High,12.06,12,22,7.58,11,On Time,71.57
TRIP209637,Rainy,Express,Low,4.38,7,17,13.42,5,On Time,19.40
TRIP209264,Clear,Mini Bus,Moderate,8.43,9,19,1.30,23,On Time,31.57
TRIP208809,Foggy,Standard,Moderate,10.27,8,31,2.66,10,Moderate Delay,49.97
TRIP207826,Foggy,Mini Bus,High,9.99,13,24,5.69,9,Severe Delay,81.62
TRIP205213,Clear,Mini Bus,Moderate,5.44,7,10,6.12,15,On Time,25.13
TRIP201717,Clear,Standard,High,6.91,9,29,1.88,6,Moderate Delay,45.18
TRIP200692,Clear,Express,High,16.75,16,19,6.31,11,Moderate Delay,91.14
TRIP200296,Clear,Mini Bus,Severe,5.58,5,17,4.11,22,Moderate Delay,35.35
TRIP207603,Clear,Mini Bus,Moderate,12.57,15,30,8.50,19,Severe Delay,66.76
TRIP204423,Clear,Mini Bus,Moderate,12.23,15,16,,12,On Time,59.95
TRIP207762,Clear,Express,Moderate,9.04,9,14,4.28,15,On Time,34.67
TRIP208173,Clear,Mini Bus,Severe,6.91,4,19,2.25,15,Severe Delay,42.48
TRIP208417,Clear,Standard,Low,3.37,4,26,3.99,14,On Time,20.05
TRIP200020,Rainy,Standard,Moderate,12.79,16,33,8.21,5,Severe Delay,73.33
TRIP201406,Clear,Standard,Low,9.86,13,32,5.86,23,On Time,37.97
TRIP204830,Windy,Standard,Moderate,9.50,4,46,7.90,22,Moderate Delay,27.30
TRIP205551,Foggy,Standard,Low,15.81,15,38,3.99,15,On Time,64.46
TRIP209548,Rainy,Standard,Low,6.58,10,34,5.26,21,On Time,31.44
TRIP207785,Clear,Express,Low,10.90,12,20,1.69,20,On Time,29.86
TRIP208145,Clear,Standard,Moderate,19.79,20,36,5.62,17,Severe Delay,109.25
TRIP206277,Clear,Standard,High,6.87,5,51,1.87,9,Severe Delay,52.85
TRIP201315,Windy,Mini Bus,Low,11.31,11,25,8.44,23,On Time,52.96
TRIP207372,Clear,Standard,High,,9,36,5.71,9,Moderate Delay,40.91
TRIP206106,Clear,Standard,Moderate,22.04,22,36,4.47,10,Moderate Delay,115.80
TRIP208073,Foggy,Mini Bus,Severe,6.67,8,15,2.78,5,Severe Delay,56.13
TRIP204692,Clear,Mini Bus,Moderate,15.51,16,23,2.07,23,Moderate Delay,70.97
TRIP201732,Windy,Mini Bus,Moderate,14.65,14,31,4.67,17,Severe Delay,68.99
TRIP206343,Clear,Mini Bus,Moderate,9.81,9,37,7.25,8,Moderate Delay,49.08
TRIP203147,Clear,Mini Bus,Low,3.39,3,23,6.68,19,On Time,20.38
TRIP206853,Windy,Standard,Moderate,8.51,7,43,6.78,7,Moderate Delay,30.86
TRIP205841,Rainy,Express,Moderate,4.78,6,21,1.72,18,Severe Delay,30.73
TRIP203262,Clear,Standard,Moderate,24.02,25,41,3.55,17,Severe Delay,133.88
TRIP209257,Clear,Standard,High,6.95,8,31,9.92,10,On Time,37.22
TRIP205096,Clear,Express,Severe,17.10,17,13,11.67,11,Moderate Delay,116.75
TRIP204486,Clear,Mini Bus,High,8.15,6,33,8.69,21,Moderate Delay,50.98
TRIP207733,Clear,Standard,Moderate,13.76,12,29,11.55,7,Moderate Delay,64.82
TRIP205664,Clear,Standard,Low,5.87,8,43,1.33,15,On Time,32.14
TRIP202814,Rainy,Mini Bus,Moderate,6.26,9,3,0.96,14,Moderate Delay,46.92
TRIP202211,Clear,Mini Bus,Low,7.69,8,9,8.16,10,On Time,27.09
TRIP207107,Windy,Standard,Severe,20.48,23,42,4.71,14,Severe Delay,163.60
TRIP206479,Clear,Standard,Moderate,27.44,27,43,7.52,17,Severe Delay,169.46
TRIP207501,Clear,Standard,Moderate,5.40,4,26,2.94,15,On Time,31.51
TRIP201500,Clear,Standard,Moderate,15.43,12,47,16.09,17,Moderate Delay,73.84
TRIP201909,Clear,Standard,Moderate,4.15,3,27,0.88,9,Moderate Delay,22.95
TRIP206629,Clear,Standard,High,8.79,11,43,3.56,9,Severe Delay,53.88
TRIP207406,Rainy,Mini Bus,Moderate,24.65,29,26,7.25,20,Moderate Delay,152.83
TRIP207746,Clear,Express,Low,18.97,24,5,13.11,15,On Time,58.96
TRIP202697,Foggy,Express,High,15.27,15,22,6.46,13,Severe Delay,93.32
TRIP203054,Windy,Express,High,13.60,13,21,7.45,21,Moderate Delay,72.36
TRIP209186,Foggy,Mini Bus,Severe,17.76,17,23,7.34,19,Severe Delay,144.95
TRIP209666,Clear,Mini Bus,High,7.68,6,11,1.68,17,Severe Delay,49.96
TRIP200617,Clear,Standard,High,4.88,9,35,5.07,8,Moderate Delay,35.98
TRIP201983,Clear,Express,Low,9.06,9,17,9.80,15,On Time,25.60
TRIP203676,Rainy,Express,High,9.60,11,49,18.00,17,Severe Delay,68.74
TRIP206953,Rainy,Mini Bus,Moderate,17.68,17,10,6.83,13,Moderate Delay,93.01
TRIP202388,Clear,Mini Bus,Moderate,21.11,23,17,1.76,15,Moderate Delay,118.59
TRIP208264,Windy,Standard,Moderate,3.30,4,33,0.79,22,On Time,25.80
TRIP200221,Clear,Mini Bus,Moderate,8.64,7,20,2.95,15,On Time,39.82
TRIP207384,Clear,Mini Bus,High,3.42,4,41,11.06,8,Moderate Delay,46.58
TRIP208108,Clear,Standard,Low,13.14,16,34,10.26,7,Moderate Delay,59.87
TRIP209169,Clear,Standard,Low,17.64,20,,6.43,20,On Time,85.35
TRIP200335,Clear,Express,Low,11.93,12,23,,14,On Time,39.76
TRIP202328,Windy,Express,Low,9.39,12,23,4.90,11,On Time,27.43
TRIP206402,Clear,Standard,High,15.93,18,30,10.08,16,Severe Delay,96.60
TRIP204297,Clear,Mini Bus,Moderate,10.52,10,7,11.15,10,On Time,58.05
TRIP204138,Clear,Standard,Moderate,6.11,8,30,2.30,10,On Time,24.36
TRIP205252,Windy,Express,Severe,22.53,21,20,6.82,12,Severe Delay,160.15
TRIP207691,Rainy,Standard,Moderate,7.06,5,30,14.45,21,On Time,36.87
TRIP201904,Windy,Standard,Moderate,22.88,25,43,1.49,7,Severe Delay,132.20
TRIP202479,Clear,Express,Moderate,17.90,19,16,13.72,11,On Time,71.26
TRIP202711,Clear,Express,High,13.20,15,32,6.42,11,Moderate Delay,66.80
TRIP208211,Rainy,Standard,High,10.04,8,20,7.18,13,Moderate Delay,67.09
TRIP202912,Rainy,,Severe,7.99,8,8,10.83,10,Moderate Delay,67.60
TRIP205406,Rainy,Standard,High,12.11,12,26,0.86,14,Severe Delay,89.35
TRIP208261,Clear,Standard,Low,,10,59,1.30,7,Severe Delay,32.13
TRIP205113,Clear,Mini Bus,Moderate,3.71,4,18,,19,On Time,26.56
TRIP205801,Foggy,Express,Low,8.06,3,15,5.07,10,On Time,26.09
TRIP201101,Clear,Standard,High,6.53,8,39,1.46,22,On Time,45.21
TRIP205013,Clear,Standard,Severe,11.61,12,16,5.80,13,Moderate Delay,88.62
TRIP204317,,,Low,10.98,10,23,5.54,5,On Time,43.69
TRIP203348,Foggy,Standard,High,7.06,3,22,2.22,6,Moderate Delay,49.59
TRIP207434,Windy,Standard,Moderate,4.82,9,34,10.99,23,On Time,31.93
TRIP204799,Clear,Standard,Low,15.98,16,41,6.42,17,Moderate Delay,69.01
TRIP205782,Clear,Standard,Moderate,3.52,5,29,3.98,5,On Time,28.00
TRIP207445,Rainy,Standard,Moderate,14.78,16,25,4.30,20,Moderate Delay,88.89
TRIP209772,Clear,Standard,Low,7.70,8,17,9.45,12,On Time,32.53
TRIP207089,Clear,,Low,9.75,13,35,7.62,23,On Time,35.26
TRIP205955,Windy,Mini Bus,Low,13.43,12,35,3.31,10,On Time,70.16
TRIP205236,Rainy,Mini Bus,Moderate,27.41,33,19,16.58,15,Moderate Delay,162.08
TRIP202118,Clear,Standard,High,18.76,19,44,11.14,23,Severe Delay,112.89
TRIP204603,Clear,Standard,Moderate,12.46,13,13,13.29,12,On Time,55.49
TRIP204440,Clear,Mini Bus,High,11.17,15,26,7.48,23,Severe Delay,72.07
TRIP201681,Clear,Standard,Moderate,3.92,3,53,1.40,7,Severe Delay,30.00
TRIP201773,Rainy,Standard,Moderate,15.92,20,38,4.98,15,Severe Delay,84.48
TRIP202331,Windy,Express,Severe,11.34,13,48,2.43,8,Severe Delay,85.82
TRIP206078,Clear,Standard,High,15.59,10,35,13.00,19,Moderate Delay,95.67
TRIP206470,Rainy,Standard,Moderate,21.17,21,44,1.51,7,Severe Delay,110.79
TRIP205448,Rainy,Standard,Severe,9.44,9,37,3.82,20,Severe Delay,74.62
TRIP207204,Rainy,Standard,Low,5.47,6,32,4.18,11,On Time,31.55
TRIP201738,Rainy,Express,High,7.36,6,21,2.57,13,Severe Delay,39.90
TRIP207835,Clear,Standard,High,4.92,6,40,4.92,9,Moderate Delay,42.71
TRIP202058,Clear,Express,Moderate,6.37,3,25,,23,On Time,21.72
TRIP204582,Clear,,High,5.15,7,45,10.68,11,On Time,43.59
TRIP202264,Rainy,Standard,High,6.45,7,33,10.50,21,Severe Delay,42.95
TRIP206726,Clear,Standard,Moderate,23.10,24,28,5.80,16,Severe Delay,135.46
TRIP206633,Clear,Mini Bus,Moderate,18.02,19,56,5.54,18,Severe Delay,92.45
TRIP203461,Clear,Standard,Moderate,9.58,10,29,6.37,14,On Time,32.99
TRIP205331,Clear,Standard,Severe,14.23,13,40,2.74,16,Severe Delay,112.43
TRIP209382,Windy,,Moderate,13.86,12,44,1.57,8,Severe Delay,75.82
TRIP206502,Foggy,Express,High,23.33,24,31,18.00,17,Severe Delay,147.17
TRIP203207,Clear,Standard,Severe,3.87,3,41,5.76,22,Moderate Delay,37.42
TRIP201387,Clear,Standard,Moderate,6.44,5,40,3.75,14,On Time,28.99
TRIP207099,Rainy,Standard,Moderate,23.71,25,27,7.85,20,Severe Delay,128.32
TRIP206164,Clear,Standard,Moderate,15.57,14,23,12.39,22,On Time,71.21
TRIP206589,Clear,Standard,Low,10.99,12,26,2.21,11,On Time,44.62
TRIP206381,Windy,Express,Moderate,6.76,3,30,6.86,8,On Time,25.95
TRIP202208,,Standard,Moderate,20.58,21,32,18.00,7,Severe Delay,112.36
TRIP207284,Rainy,Standard,Severe,30.88,31,53,2.71,9,Severe Delay,180.00
TRIP209675,Windy,Mini Bus,Severe,5.29,8,24,13.68,6,On Time,40.08
TRIP201032,Windy,Standard,Low,10.62,9,48,7.09,9,Moderate Delay,46.08
TRIP207473,Clear,Standard,Moderate,3.60,5,42,1.19,17,Moderate Delay,19.69
TRIP205980,Clear,Mini Bus,Low,11.78,10,21,8.01,20,On Time,44.46
TRIP205954,Clear,Mini Bus,Low,8.54,4,36,5.09,16,On Time,34.06
TRIP200760,Clear,Standard,Severe,6.33,8,36,8.66,23,Moderate Delay,48.39
TRIP204432,Clear,Standard,Moderate,17.40,16,47,5.44,7,Severe Delay,100.01
TRIP206557,Clear,Standard,Low,9.70,7,26,2.82,15,On Time,40.59
TRIP207713,Rainy,Mini Bus,High,9.97,13,25,7.04,9,Severe Delay,88.58
TRIP204846,Clear,Mini Bus,Low,7.26,5,5,3.31,12,On Time,28.92
TRIP209757,Clear,Standard,Moderate,9.54,9,35,2.66,10,Moderate Delay,38.61
TRIP201171,Windy,Express,High,3.26,3,3,8.56,13,On Time,19.11
TRIP200189,Clear,Standard,Moderate,10.22,10,29,2.02,17,Moderate Delay,46.33
TRIP200557,Rainy,Mini Bus,High,6.19,3,25,8.07,16,Severe Delay,59.87
TRIP200061,Rainy,Standard,High,24.07,24,25,4.70,23,Severe Delay,170.05
TRIP205250,Clear,Standard,High,11.30,14,16,11.50,10,On Time,61.51
TRIP203320,Windy,Standard,Moderate,11.74,7,57,5.58,9,Moderate Delay,63.91
TRIP209057,Clear,Standard,Severe,10.11,8,46,3.12,8,Severe Delay,73.63
TRIP202870,Rainy,Standard,High,5.34,6,28,2.40,12,Severe Delay,54.74
TRIP207649,Clear,Standard,Moderate,5.65,4,34,14.28,23,On Time,22.71
TRIP205873,Clear,Standard,High,9.13,11,43,11.81,16,Severe Delay,55.24
TRIP204145,Clear,Standard,Moderate,7.31,8,38,7.87,12,On Time,34.29
TRIP209422,Clear,Mini Bus,Low,11.94,13,19,2.96,22,On Time,42.78
TRIP208419,Windy,Standard,Moderate,11.38,12,42,1.14,8,Severe Delay,64.19
TRIP202319,Clear,Express,Moderate,14.68,13,32,3.74,16,Moderate Delay,63.74
TRIP203259,Clear,Express,Moderate,8.70,11,20,4.39,10,On Time,19.31
TRIP204067,Foggy,Standard,High,5.94,4,42,2.10,15,Severe Delay,43.06
TRIP208239,Rainy,Mini Bus,Low,11.84,11,3,3.05,22,On Time,48.47
TRIP202374,Clear,Standard,Moderate,12.95,16,37,7.15,8,Severe Delay,62.00
TRIP206321,Rainy,Standard,High,16.52,17,31,14.39,6,Severe Delay,103.99
TRIP202126,Foggy,Standard,Moderate,9.70,12,33,5.54,21,Moderate Delay,54.57
TRIP205028,Clear,Standard,High,10.07,13,33,9.26,6,On Time,54.39
TRIP207511,Clear,Standard,Moderate,11.64,10,13,4.39,20,On Time,44.24
TRIP205787,,Standard,Severe,14.60,16,37,6.72,18,Severe Delay,116.55
TRIP209635,Rainy,Mini Bus,Low,3.32,5,22,8.45,7,On Time,36.71
TRIP201839,Windy,Express,Moderate,15.11,12,28,5.30,23,On Time,62.27
TRIP208234,Rainy,Express,Moderate,6.89,8,36,1.22,14,On Time,44.41
TRIP201192,Rainy,Mini Bus,Low,10.41,12,20,3.28,22,On Time,48.10
TRIP206023,Windy,Standard,Low,11.72,10,46,11.22,17,Moderate Delay,55.63
TRIP208166,Clear,Standard,Moderate,12.79,12,42,6.94,10,On Time,67.43
TRIP206606,Clear,Standard,High,14.55,17,33,3.23,12,Moderate Delay,87.80
TRIP207207,Rainy,Standard,Moderate,5.03,3,48,3.27,19,Severe Delay,35.46
TRIP205941,Clear,Express,High,20.12,18,14,16.56,13,Moderate Delay,101.51
TRIP202611,Clear,Mini Bus,High,3.93,6,44,6.75,16,Severe Delay,35.61
TRIP200492,Windy,Mini Bus,High,5.64,7,17,4.51,15,Moderate Delay,34.52
TRIP208548,Rainy,Standard,High,6.95,8,32,2.14,14,Severe Delay,65.95
TRIP205101,Clear,Mini Bus,Severe,17.35,20,8,6.03,23,Severe Delay,115.90
TRIP209412,Clear,Mini Bus,Moderate,14.91,14,31,4.63,18,Severe Delay,79.71
TRIP204937,Rainy,Standard,High,14.34,13,24,7.16,21,Severe Delay,96.63
TRIP207740,Windy,Express,Low,22.79,23,49,6.31,9,Severe Delay,106.17
TRIP206955,Foggy,Mini Bus,Low,10.20,11,27,5.12,7,Moderate Delay,65.72
TRIP201537,Rainy,Standard,Moderate,7.40,8,18,5.97,10,On Time,29.29
TRIP205268,,Mini Bus,Low,14.86,15,27,9.36,16,Moderate Delay,66.59
TRIP206658,Foggy,Standard,Low,8.26,8,31,4.41,15,On Time,41.45
TRIP202470,Clear,Mini Bus,Moderate,14.09,15,21,2.69,6,Moderate Delay,65.90
TRIP201231,Rainy,Standard,Moderate,7.14,3,35,9.84,18,Moderate Delay,41.51
TRIP202757,Foggy,Standard,Moderate,4.97,6,27,8.11,13,On Time,25.68
TRIP209335,Foggy,Mini Bus,Severe,5.50,9,25,6.61,20,Severe Delay,56.98
TRIP205105,Clear,Standard,Low,5.59,6,48,6.75,18,Moderate Delay,33.65
TRIP200850,Clear,Mini Bus,Moderate,7.15,7,13,9.00,14,On Time,32.35
TRIP205271,Clear,Standard,Moderate,10.35,15,52,6.97,21,Moderate Delay,41.51
TRIP200668,Rainy,Standard,High,8.10,10,20,1.91,22,Severe Delay,58.99
TRIP207319,,Standard,Moderate,8.66,6,35,2.45,20,On Time,37.02
TRIP207268,Windy,Standard,Moderate,8.38,11,57,2.11,7,Severe Delay,69.63
TRIP201816,,Standard,High,8.60,10,36,16.32,15,On Time,50.31
TRIP209509,Foggy,Standard,High,2.44,5,24,,13,Moderate Delay,35.41
TRIP201623,Clear,Standard,High,4.70,6,31,3.53,20,On Time,28.98
TRIP207183,Clear,Mini Bus,Severe,4.95,6,15,4.15,21,Moderate Delay,38.82
TRIP208529,Rainy,Standard,Moderate,14.84,10,51,2.51,16,Severe Delay,78.43
TRIP200929,Rainy,Standard,Moderate,10.27,7,55,4.41,18,Severe Delay,59.38
TRIP201718,Rainy,Mini Bus,Low,7.24,7,21,5.54,12,On Time,39.19
TRIP202935,Clear,Standard,Moderate,21.26,21,54,12.13,19,Severe Delay,115.69
TRIP202714,Clear,Mini Bus,Moderate,10.07,8,16,1.22,6,Moderate Delay,48.41
TRIP204070,Clear,Standard,Moderate,9.58,10,36,9.10,20,On Time,43.95
TRIP206195,Windy,Standard,Severe,13.38,13,24,2.08,22,Severe Delay,94.12
TRIP205456,Clear,Mini Bus,High,16.92,14,24,18.00,6,Moderate Delay,100.98
TRIP200488,,Standard,Moderate,13.30,18,49,6.05,18,Severe Delay,73.74
TRIP206146,Rainy,Standard,High,16.02,18,52,1.47,21,Severe Delay,111.40
TRIP200591,Clear,Express,Moderate,7.88,11,36,13.90,18,On Time,47.25
TRIP208286,Clear,Standard,Moderate,13.34,14,46,9.38,17,Moderate Delay,62.78
TRIP206760,Clear,Mini Bus,Moderate,13.42,13,19,4.36,10,On Time,68.74
TRIP209507,Clear,Standard,High,9.43,9,50,8.85,21,Moderate Delay,58.73
TRIP209685,Clear,Standard,Low,16.65,19,23,6.47,18,Moderate Delay,76.13
TRIP209282,Foggy,Mini Bus,High,6.26,6,14,7.37,10,Severe Delay,45.45
TRIP206448,,Standard,High,12.84,13,35,5.47,20,On Time,77.45
TRIP204903,Windy,Standard,Moderate,15.64,15,32,6.54,23,Moderate Delay,81.50
TRIP205364,Rainy,Mini Bus,High,9.53,10,11,4.02,20,Severe Delay,60.57
TRIP203354,Rainy,Mini Bus,High,11.84,11,30,15.57,18,Severe Delay,80.49
TRIP204215,Windy,,Moderate,5.18,3,37,3.15,16,On Time,29.60
TRIP201884,Rainy,Standard,Severe,11.08,13,30,5.65,20,Severe Delay,85.44
TRIP203890,Clear,Express,Moderate,10.84,11,15,5.83,23,On Time,37.16
TRIP204960,Clear,Mini Bus,High,13.23,9,28,3.19,18,Severe Delay,87.25
TRIP206125,Clear,Standard,Low,5.93,9,31,9.18,22,On Time,25.16
TRIP201647,Clear,Standard,High,10.33,11,54,0.76,16,Severe Delay,67.26
TRIP209458,Clear,Express,Low,10.41,12,40,2.69,7,Moderate Delay,37.79
TRIP206458,Clear,Standard,Moderate,2.80,3,39,1.52,12,On Time,14.43
TRIP203574,Windy,Standard,Moderate,8.90,6,45,7.31,8,Moderate Delay,40.92
TRIP201208,,Mini Bus,Low,3.68,7,20,7.30,13,On Time,28.16
TRIP205145,Windy,Standard,High,14.58,20,39,2.74,11,Severe Delay,90.94
TRIP209389,Clear,Express,Moderate,14.29,16,42,3.05,9,Severe Delay,60.51
TRIP203911,Rainy,Mini Bus,High,12.12,13,10,4.63,11,Severe Delay,77.93
TRIP205004,Clear,Express,Moderate,10.83,10,43,4.38,20,On Time,34.40
TRIP206843,Rainy,Standard,Moderate,22.24,21,37,8.84,22,Moderate Delay,120.09
TRIP204471,Clear,Express,Moderate,6.95,6,10,5.26,20,On Time,22.60
TRIP208878,Windy,Mini Bus,Severe,19.43,20,8,1.76,5,Severe Delay,150.62
TRIP202751,Windy,Standard,High,9.40,17,41,4.03,9,Severe Delay,63.83
TRIP206117,Windy,Mini Bus,Moderate,10.00,10,24,0.20,16,Severe Delay,57.48
TRIP200556,Clear,Standard,Moderate,18.58,22,35,13.83,12,Moderate Delay,97.76
TRIP202825,Rainy,Mini Bus,High,4.09,5,32,9.21,18,Severe Delay,47.54
TRIP204098,Windy,Standard,Low,10.37,13,27,16.05,15,On Time,39.70
TRIP204168,Windy,Mini Bus,Low,21.54,23,35,2.32,18,Severe Delay,111.23
TRIP208377,Clear,Standard,High,10.86,10,50,12.42,9,Severe Delay,61.95
TRIP206098,Rainy,Mini Bus,Moderate,5.41,6,18,2.58,18,Moderate Delay,50.23
TRIP203131,Windy,Standard,High,13.19,13,43,3.93,9,Severe Delay,86.22
TRIP205249,Rainy,Standard,Moderate,8.47,15,34,10.35,20,On Time,49.68
TRIP200800,Windy,Standard,Moderate,6.13,6,49,3.83,5,Moderate Delay,31.61
TRIP208242,Rainy,Standard,High,10.99,10,37,2.89,6,Severe Delay,75.14
TRIP205194,Clear,Standard,Low,11.21,10,34,1.73,8,Moderate Delay,53.69
TRIP207570,Clear,Standard,High,4.08,3,40,5.89,19,Severe Delay,33.23
TRIP200786,Clear,Express,High,9.59,13,27,8.18,15,On Time,49.99
TRIP202054,Clear,Standard,High,4.34,3,37,8.25,6,On Time,36.03
TRIP204924,Rainy,Standard,Moderate,4.62,3,26,3.99,14,On Time,36.20
TRIP201506,Windy,Mini Bus,Moderate,19.81,21,8,4.56,11,Moderate Delay,111.29
TRIP207138,Clear,Mini Bus,Moderate,17.43,15,47,9.98,16,Severe Delay,86.35
TRIP207304,Clear,Standard,Moderate,16.50,17,32,3.63,21,Moderate Delay,73.91
TRIP201092,Rainy,Express,Low,11.67,12,9,6.87,6,On Time,41.23
TRIP201462,Foggy,Standard,High,13.30,13,42,4.73,10,Severe Delay,88.53
TRIP204204,Rainy,Standard,High,14.88,16,35,9.54,18,Severe Delay,109.34
TRIP207842,Clear,Standard,Moderate,4.22,4,14,10.07,10,On Time,20.04
TRIP206642,Clear,Standard,Moderate,8.99,8,46,5.10,20,Moderate Delay,46.06
TRIP200485,Rainy,Standard,Moderate,3.96,4,45,6.09,6,On Time,34.80
TRIP206577,Clear,Mini Bus,Low,3.69,5,20,5.72,21,On Time,18.40
TRIP206239,Clear,Mini Bus,Moderate,10.70,16,39,8.79,19,Severe Delay,66.75
TRIP204209,Clear,Standard,Moderate,11.60,12,36,2.40,11,On Time,47.94
TRIP205850,Clear,Express,High,18.37,22,24,5.32,20,Severe Delay,99.52
TRIP209271,Clear,Express,High,11.90,11,23,5.10,14,On Time,53.26
TRIP202807,,Standard,Severe,9.61,10,35,,15,Moderate Delay,78.84
TRIP202507,Foggy,Standard,Severe,27.52,31,41,5.69,16,Severe Delay,180.00
TRIP206734,Clear,Mini Bus,Moderate,6.74,4,14,1.68,22,Moderate Delay,33.93
TRIP205678,Windy,Mini Bus,High,16.54,18,,2.61,21,Severe Delay,108.73
TRIP206832,Foggy,Standard,High,6.58,9,37,8.82,5,Moderate Delay,55.01
TRIP204870,Rainy,Standard,High,20.76,22,49,3.84,17,Severe Delay,144.49
TRIP200529,Windy,Standard,Moderate,13.69,11,35,1.13,11,Moderate Delay,68.04
TRIP204987,Windy,Express,High,14.94,12,27,6.22,5,Moderate Delay,75.14
TRIP209552,Rainy,Standard,Moderate,5.64,7,24,6.21,11,On Time,27.02
TRIP201984,Clear,Standard,Moderate,5.06,3,37,9.24,16,On Time,23.39
TRIP200776,Clear,Mini Bus,Severe,31.74,32,14,5.02,20,Severe Delay,180.00
TRIP208227,Rainy,Mini Bus,High,5.61,3,5,2.37,20,Severe Delay,49.93
TRIP207256,Clear,Express,High,10.55,11,15,3.25,12,On Time,44.64
TRIP208686,Clear,Standard,High,8.15,3,26,0.79,5,Moderate Delay,44.46
TRIP209693,Clear,Standard,Moderate,6.73,6,21,7.62,14,On Time,36.41
TRIP206763,Windy,Standard,High,5.35,4,43,11.73,10,On Time,30.05
TRIP204573,Clear,Standard,Low,18.61,22,41,3.65,14,Moderate Delay,81.85
TRIP202644,Clear,Mini Bus,Severe,9.21,10,15,2.82,23,Severe Delay,74.74
TRIP204942,Clear,Standard,High,5.45,4,52,9.17,6,Moderate Delay,29.10
TRIP208672,Windy,Standard,High,5.26,6,48,3.07,19,Moderate Delay,43.55
TRIP204417,Clear,Mini Bus,High,22.51,22,31,6.09,18,Severe Delay,150.76
TRIP207923,Clear,Mini Bus,High,28.48,32,18,14.03,6,Severe Delay,180.00
TRIP202750,Windy,Standard,Moderate,7.93,10,39,7.24,13,On Time,47.13
TRIP206059,Windy,Mini Bus,High,7.47,9,15,4.93,6,Moderate Delay,49.22
TRIP202389,Rainy,Mini Bus,Severe,4.32,6,19,5.54,21,Severe Delay,53.66
TRIP200133,Clear,Standard,Moderate,8.74,10,35,6.93,9,Moderate Delay,45.48
TRIP204055,Rainy,Standard,Severe,18.28,19,62,7.57,18,Severe Delay,163.08
TRIP204936,Windy,Express,High,9.31,8,14,10.54,15,Moderate Delay,46.38
TRIP206009,Rainy,Mini Bus,High,11.94,15,37,11.35,18,Severe Delay,105.41
TRIP201167,Rainy,Mini Bus,High,31.27,32,26,9.02,13,Severe Delay,180.00
TRIP204012,Rainy,Standard,Moderate,14.95,14,25,,6,Moderate Delay,72.85
TRIP209702,Clear,Express,Low,5.97,6,17,5.63,22,On Time,13.24
TRIP205221,Clear,Express,Severe,13.12,8,27,3.63,7,Severe Delay,78.19
TRIP201020,Clear,Mini Bus,Low,7.32,11,15,6.35,21,On Time,32.24
TRIP201318,Clear,Express,Moderate,5.46,11,17,0.37,15,On Time,23.42
TRIP200974,Clear,Mini Bus,Moderate,3.82,5,33,4.45,18,Moderate Delay,31.02
TRIP200890,Clear,Standard,Moderate,4.57,4,40,10.91,20,On Time,28.63
TRIP203100,Windy,Mini Bus,Low,5.83,8,22,2.78,22,On Time,22.78
TRIP200424,Clear,Standard,Severe,7.57,11,36,7.38,23,Moderate Delay,61.68
TRIP207346,Clear,Standard,Severe,4.26,4,22,6.95,19,Moderate Delay,37.20
TRIP205920,Foggy,Standard,Moderate,9.89,10,28,3.48,5,On Time,52.29
TRIP207961,Clear,Standard,Moderate,12.02,10,54,4.43,9,Severe Delay,51.67
TRIP207883,Clear,Express,Low,8.34,9,32,8.92,7,On Time,35.43
TRIP201215,,Standard,Moderate,3.83,4,40,7.85,14,On Time,31.10
TRIP202638,Windy,Mini Bus,High,3.84,6,40,8.83,16,Severe Delay,34.84
TRIP201385,Clear,Express,Moderate,2.69,3,20,6.90,12,On Time,12.00
TRIP203872,Clear,Mini Bus,Low,14.53,15,19,15.94,23,On Time,49.05
TRIP209577,Clear,Standard,High,7.06,5,36,11.75,12,On Time,44.66
TRIP200142,Clear,Standard,Low,7.33,11,38,6.74,11,On Time,34.64
TRIP204928,Clear,Mini Bus,Moderate,12.53,9,30,0.62,16,Severe Delay,61.50
TRIP206096,Clear,Express,High,19.65,17,26,4.51,16,Severe Delay,124.06
TRIP206635,Windy,Standard,Moderate,9.09,8,36,10.35,22,On Time,40.04
TRIP204988,Clear,Standard,Low,9.75,13,45,1.36,19,Severe Delay,49.63
TRIP208107,Clear,Mini Bus,Low,13.92,12,,8.69,9,Moderate Delay,64.18
TRIP206878,Rainy,Mini Bus,Moderate,6.30,7,21,1.52,13,Moderate Delay,41.08
TRIP204596,Clear,Mini Bus,High,8.44,11,8,18.00,11,On Time,43.44
TRIP205099,Clear,Standard,Severe,4.74,3,22,8.85,21,On Time,30.86
TRIP208934,Rainy,Mini Bus,Moderate,6.71,7,16,7.83,21,Moderate Delay,35.68
TRIP203901,Rainy,Standard,Moderate,15.47,19,36,4.90,15,Moderate Delay,86.48
TRIP206422,Rainy,Express,Severe,8.19,9,32,7.06,17,Severe Delay,73.49
